Unit,File Name,Path,Status,Flagged,Sample Rate (Hz),Samples,Duration (s),Number of Shots,Observation Type,Search Start (s),Search End (s),Onset Sample,Onset (s),Onset Within Shot1 (ms),Peak Sample,Peak Time (s),Peak-Onset Lag (ms),Response Stop (s),Response Duration (ms),Slope (dB/s),Decay Rate (-Slope) (dB/s),R^2,Drop Time (s),C2 (dB),Spectral Centroid (Hz),Spectral Bandwidth (Hz),Peak Frequency (Hz),Rolloff 85% (Hz),Low Power 1-10 kHz,High Power 10-30 kHz,High/Low Ratio,High Frequency Fraction,Total FFT Power
Upper Fan,scam_0895_0746387573_576_ca0_scam01895_elk_mountain_________01p02.wav,C:\Users\cmkua\Downloads\Concatenated Multishot WAVs\Upper Fan\scam_0895_0746387573_576_ca0_scam01895_elk_mountain_________01p02.wav,OK,False,100000,174000,1.74,29,29-shot,0.06899999999999999,0.079,7031.0,0.07031,10.31,7060.0,0.0706,0.29,0.08030999999999999,9.999999999999995,-10551.944637135994,10551.944637135994,0.9500582201890584,0.000758154091507,20.871105576865737,7516.622818001146,3609.166390075901,7700.0,10300.0,1.5506154324694192,0.31196074223330267,0.20118511379478035,0.16747545613747736,1.8627251385254933
Upper Fan,scam_0896_0746474974_670_ca0_scam01896_thunderbolt_peak_896_01p02.wav,C:\Users\cmkua\Downloads\Concatenated Multishot WAVs\Upper Fan\scam_0896_0746474974_670_ca0_scam01896_thunderbolt_peak_896_01p02.wav,OK,False,100000,174000,1.74,29,29-shot,0.06899999999999999,0.079,6933.0,0.06933,9.330000000000005,6959.0,0.06959,0.25999999999999995,0.07933,9.999999999999995,-44019.12056253697,44019.12056253697,0.9243959998362388,0.00018173920554897459,20.11287654178805,6751.347820011415,3931.5734010412807,4700.0,9500.0,1.4989341499172908,0.19855233198318006,0.1324623446561251,0.11695555069804811,1.6976734391666093
Upper Fan,scam_0897_0746565537_411_ca0_scam01897_gaskil_______________01p02.wav,C:\Users\cmkua\Downloads\Concatenated Multishot WAVs\Upper Fan\scam_0897_0746565537_411_ca0_scam01897_gaskil_______________01p02.wav,OK,False,100000,174000,1.74,29,29-shot,0.06899999999999999,0.079,7538.0,0.07538,15.380000000000004,7566.0,0.07566,0.27999999999999997,0.08538,9.999999999999995,-2615.067144447609,2615.067144447609,0.9152589542518194,0.00305919487267692,12.857681131172743,10066.015882125195,7078.663564354797,19500.0,19500.0,0.31884131171283403,0.19706421884875458,0.6180636310587049,0.38197532216021773,0.5159082469890475
Upper Fan,scam_0897_0746586271_740_ca0_scam05897_aegis_0897a__________01p02.wav,C:\Users\cmkua\Downloads\Concatenated Multishot WAVs\Upper Fan\scam_0897_0746586271_740_ca0_scam05897_aegis_0897a__________01p02.wav,OK,False,100000,174000,1.74,29,29-shot,0.06899999999999999,0.079,7880.0,0.0788,18.799999999999997,7891.0,0.07891,0.11,0.08879999999999999,9.999999999999995,-3958.4750094301603,3958.4750094301603,0.9270810000112616,0.0020209802969430985,13.869636769663053,6103.941401762016,3020.6843708027227,4700.0,8000.0,0.3746356185729718,0.031930748997640354,0.08523148204452125,0.078534676320683,0.4065815317969424
Upper Fan,scam_0899_0746743043_561_ca0_scam01899_lake_granby__________01p02.wav,C:\Users\cmkua\Downloads\Concatenated Multishot WAVs\Upper Fan\scam_0899_0746743043_561_ca0_scam01899_lake_granby__________01p02.wav,OK,False,100000,174000,1.74,29,29-shot,0.06899999999999999,0.079,6934.0,0.06934,9.340000000000002,6960.0,0.0696,0.25999999999999995,0.07934,9.999999999999995,-6129.32620574788,6129.32620574788,0.9432564770444797,0.001305200560625712,14.027252964855087,7065.542425383152,2956.387478268513,7700.0,9200.0,4.970720283425316,0.4713377129263112,0.09482281964204856,0.08660668177264984,5.442278855153627
Upper Fan,scam_0901_0746919132_651_ca0_scam02901_aegis_0901a__________01p02.wav,C:\Users\cmkua\Downloads\Concatenated Multishot WAVs\Upper Fan\scam_0901_0746919132_651_ca0_scam02901_aegis_0901a__________01p02.wav,OK,False,100000,174000,1.74,29,29-shot,0.06899999999999999,0.079,7705.0,0.07705,17.049999999999997,7733.0,0.07733,0.27999999999999997,0.08704999999999999,9.999999999999995,-7256.692118796187,7256.692118796187,0.8884247801511235,0.0011024306762689444,17.207024884897997,6545.89820501133,3893.7986345236454,3100.0,9900.0,0.21458515529049785,0.036400803837959565,0.1696333737004381,0.1450261043333708,0.2509948398964452
Upper Fan,scam_0902_0747009719_834_ca0_scam01902_meadow_mountain______01p02.wav,C:\Users\cmkua\Downloads\Concatenated Multishot WAVs\Upper Fan\scam_0902_0747009719_834_ca0_scam01902_meadow_mountain______01p02.wav,OK,False,100000,174000,1.74,29,29-shot,0.06899999999999999,0.079,7624.0,0.07624,16.240000000000006,7653.0,0.07653,0.29,0.08624,9.999999999999995,-1961.0832496322655,1961.0832496322655,0.8370162722173373,0.004079378068983113,12.39776536273502,7444.867908755452,4759.01736584461,4500.0,10300.0,0.9133177925654701,0.18822213394922,0.20608613505766946,0.1708654005693704,1.1015813226200986
Upper Fan,scam_0905_0747275749_463_ca0_scam01905_radial_mountain______01p02.wav,C:\Users\cmkua\Downloads\Concatenated Multishot WAVs\Upper Fan\scam_0905_0747275749_463_ca0_scam01905_radial_mountain______01p02.wav,OK,False,100000,174000,1.74,29,29-shot,0.06899999999999999,0.079,6989.0,0.06989,9.889999999999995,7021.0,0.07021,0.32,0.07988999999999999,9.999999999999995,-5190.9372285240925,5190.9372285240925,0.976302937124671,0.0015411475130233064,14.919043915517836,6134.751715118058,3163.064860766469,4200.0,9300.0,3.671542653615274,0.4132445108398007,0.11255337328926014,0.10116493955769248,4.084858970376145
Upper Fan,scam_0906_0747363657_170_ca0_scam02906_aegis_0906a__________01p02.wav,C:\Users\cmkua\Downloads\Concatenated Multishot WAVs\Upper Fan\scam_0906_0747363657_170_ca0_scam02906_aegis_0906a__________01p02.wav,OK,False,100000,174000,1.74,29,29-shot,0.06899999999999999,0.079,7448.0,0.07448,14.480000000000008,7480.0,0.0748,0.32,0.08448,9.999999999999995,-1937.2572938315077,1937.2572938315077,0.8770197503393451,0.0041295495572390385,13.386902950884005,5635.792181361381,2379.245588424065,4000.0,7500.0,1.1880088188110862,0.04238785150380909,0.035679744823972966,0.03445004461318133,1.2304149959675403
Upper Fan,scam_0907_0747453509_526_ca0_scam01907_middle_mountain______01p02.wav,C:\Users\cmkua\Downloads\Concatenated Multishot WAVs\Upper Fan\scam_0907_0747453509_526_ca0_scam01907_middle_mountain______01p02.wav,OK,False,100000,174000,1.74,29,29-shot,0.06899999999999999,0.079,7856.0,0.07856,18.560000000000006,7876.0,0.07876,0.2,0.08856,9.999999999999995,-4939.482893986944,4939.482893986944,0.9103911637598138,0.0016196027340713666,15.799647044639013,7128.5185608011825,4679.605874768438,3900.0,11300.0,0.11507068790084322,0.027212936858920275,0.23648886919290643,0.191168380602642,0.14235061662987267
Upper Fan,scam_0907_0747473615_494_ca0_scam08907_aegis_0907a__________01p02.wav,C:\Users\cmkua\Downloads\Concatenated Multishot WAVs\Upper Fan\scam_0907_0747473615_494_ca0_scam08907_aegis_0907a__________01p02.wav,OK,False,100000,174000,1.74,29,29-shot,0.06899999999999999,0.079,7874.0,0.07874,18.740000000000006,7897.0,0.07897,0.23,0.08874,9.999999999999995,-5750.085717912782,5750.085717912782,0.9159949082255433,0.0013912836073170598,16.20651673216236,5786.873894067292,3561.4009993481773,4100.0,8300.0,0.19204850541605534,0.02107660129835096,0.1097462396423781,0.0988856645700815,0.2131411199993879
